Time,x,y,vx,vy
194.7,241.095,178.015,-5.82729,8.16241
194.8,240.504,178.825,-5.90909,8.10388
194.9,239.905,179.63,-5.99031,8.04454
195,239.298,180.428,-6.07094,7.98437
195.1,238.683,181.22,-6.15096,7.92339
195.2,238.06,182.007,-6.23037,7.86161
195.3,237.429,182.786,-6.30915,7.79902
195.4,236.79,183.56,-6.38732,7.73564
195.5,236.144,184.327,-6.46484,7.67147
195.6,235.49,185.088,-6.54172,7.60652
195.7,234.828,185.842,-6.61796,7.54079
195.8,234.158,186.589,-6.69353,7.4743
195.9,233.482,187.33,-6.76843,7.40704
196,232.797,188.064,-6.84266,7.33903
196.1,232.106,188.791,-6.9162,7.27026
196.2,231.407,189.511,-6.98905,7.20076
196.3,230.701,190.224,-7.06121,7.13052
196.4,229.987,190.93,-7.13266,7.05955
196.5,229.267,191.629,-7.2034,6.98786
196.6,228.54,192.32,-7.27341,6.91546
196.7,227.805,193.005,-7.3427,6.84235
196.8,227.064,193.681,-7.41125,6.76854
196.9,226.316,194.351,-7.47906,6.69404
197,225.562,195.013,-7.54612,6.61886
197.1,224.801,195.667,-7.61242,6.543
197.2,224.033,196.314,-7.67796,6.46647
197.3,223.259,196.953,-7.74273,6.38927
197.4,222.478,197.584,-7.80673,6.31143
197.5,221.691,198.207,-7.86994,6.23294
197.6,220.898,198.822,-7.93236,6.15381
197.7,220.098,199.43,-7.99398,6.07405
197.8,219.293,200.029,-8.0548,5.99367
197.9,218.481,200.621,-8.1148,5.91267
198,217.664,201.204,-8.174,5.83107
198.1,216.841,201.779,-8.23237,5.74887
198.2,216.012,202.345,-8.28991,5.66608
198.3,215.177,202.903,-8.34662,5.58271
198.4,214.337,203.453,-8.40248,5.49877
198.5,213.491,203.995,-8.4575,5.41427
198.6,212.64,204.528,-8.51167,5.32921
198.7,211.783,205.052,-8.56498,5.24361
198.8,210.922,205.568,-8.61743,5.15746
198.9,210.055,206.075,-8.66901,5.07079
199,209.183,206.573,-8.71972,4.9836
199.1,208.306,207.063,-8.76954,4.89589
199.2,207.424,207.544,-8.81848,4.80769
199.3,206.537,208.015,-8.86653,4.71899
199.4,205.646,208.478,-8.91369,4.6298
199.5,204.75,208.932,-8.95994,4.54014
199.6,203.849,209.377,-9.00529,4.45002
199.7,202.944,209.813,-9.04973,4.35943
199.8,202.035,210.24,-9.09326,4.2684
199.9,201.121,210.658,-9.13587,4.17693
200,200.204,211.066,-9.17755,4.08504
200.1,199.282,211.466,-9.21831,3.99272
200.2,198.356,211.856,-9.25813,3.89999
200.3,197.426,212.236,-9.29702,3.80686
200.4,196.493,212.608,-9.33497,3.71334
200.5,195.556,212.97,-9.37197,3.61944
200.6,194.615,213.322,-9.40802,3.52516
200.7,193.671,213.665,-9.44313,3.43053
200.8,192.723,213.999,-9.47727,3.33554
200.9,191.772,214.323,-9.51046,3.24021
201,190.818,214.637,-9.54268,3.14454
201.1,189.86,214.942,-9.57394,3.04855
201.2,188.9,215.237,-9.60423,2.95225
201.3,187.936,215.523,-9.63354,2.85565
201.4,186.97,215.799,-9.66188,2.75875
201.5,186.001,216.065,-9.68924,2.66156
201.6,185.03,216.321,-9.71562,2.56411
201.7,184.056,216.568,-9.74102,2.46638
201.8,183.079,216.805,-9.76542,2.36841
201.9,182.1,217.032,-9.78884,2.27019
202,181.119,217.249,-9.81126,2.17174
202.1,180.136,217.456,-9.83269,2.07306
202.2,179.15,217.654,-9.85312,1.97417
202.3,178.163,217.841,-9.87255,1.87508
202.4,177.174,218.019,-9.89099,1.7758
202.5,176.183,218.186,-9.90841,1.67633
202.6,175.191,218.344,-9.92484,1.57669
202.7,174.197,218.492,-9.94025,1.47689
202.8,173.201,218.629,-9.95466,1.37693
202.9,172.204,218.757,-9.96806,1.27683
203,171.206,218.875,-9.98044,1.17661
203.1,170.207,218.982,-9.99182,1.07626
203.2,169.207,219.08,-10.0022,0.975797
203.3,168.206,219.168,-10.0115,0.875236
203.4,167.204,219.245,-10.0199,0.774586
203.5,166.201,219.312,-10.0272,0.673856
203.6,165.198,219.37,-10.0335,0.573056
203.7,164.194,219.417,-10.0387,0.472198
203.8,163.19,219.454,-10.043,0.371291
203.9,162.185,219.481,-10.0462,0.270346
204,161.18,219.498,-10.0484,0.169373
204.1,160.175,219.505,-10.0496,0.0683823
204.2,159.17,219.502,-10.0498,-0.0326149
204.3,158.165,219.488,-10.049,-0.133609
204.4,157.161,219.465,-10.0471,-0.234589
204.5,156.156,219.431,-10.0442,-0.335544
204.6,155.152,219.388,-10.0403,-0.436465
204.7,154.149,219.334,-10.0354,-0.537341
204.8,153.146,219.27,-10.0295,-0.638162
204.9,152.143,219.196,-10.0225,-0.738917
205,151.142,219.112,-10.0145,-0.839595
205.1,150.141,219.018,-10.0056,-0.940187
205.2,149.142,218.914,-9.99555,-1.04068
205.3,148.143,218.8,-9.98453,-1.14107
205.4,147.146,218.676,-9.97249,-1.24134
205.5,146.15,218.542,-9.95945,-1.34148
205.6,145.156,218.398,-9.94539,-1.44149
205.7,144.163,218.243,-9.93033,-1.54134
205.8,143.171,218.079,-9.91426,-1.64104
205.9,142.182,217.905,-9.89718,-1.74057
206,141.194,217.721,-9.8791,-1.83991
206.1,140.208,217.527,-9.86002,-1.93907
206.2,139.224,217.324,-9.83993,-2.03803
206.3,138.242,217.11,-9.81885,-2.13678
206.4,137.262,216.886,-9.79678,-2.23531
206.5,136.285,216.653,-9.77371,-2.33361
206.6,135.31,216.41,-9.74965,-2.43167
206.7,134.337,216.157,-9.7246,-2.52948
206.8,133.367,215.894,-9.69856,-2.62702
206.9,132.4,215.622,-9.67155,-2.7243
207,131.436,215.34,-9.64355,-2.8213
207.1,130.474,215.048,-9.61458,-2.918
207.2,129.516,214.746,-9.58463,-3.01441
207.3,128.561,214.435,-9.55371,-3.11051
207.4,127.608,214.115,-9.52182,-3.20628
207.5,126.66,213.785,-9.48897,-3.30173
207.6,125.714,213.445,-9.45516,-3.39683
207.7,124.772,213.096,-9.4204,-3.49159
207.8,123.833,212.737,-9.38468,-3.58599
207.9,122.899,212.369,-9.34801,-3.68002
208,121.968,211.992,-9.31039,-3.77367
208.1,121.04,211.605,-9.27183,-3.86693
208.2,120.117,211.209,-9.23234,-3.9598
208.3,119.198,210.804,-9.19191,-4.05226
208.4,118.283,210.389,-9.15055,-4.1443
208.5,117.372,209.966,-9.10827,-4.23591
208.6,116.466,209.533,-9.06506,-4.32709
208.7,115.564,209.091,-9.02094,-4.41783
208.8,114.666,208.64,-8.97591,-4.50811
208.9,113.773,208.181,-8.92998,-4.59793
209,112.885,207.712,-8.88314,-4.68728
209.1,112.001,207.234,-8.8354,-4.77614
209.2,111.122,206.748,-8.78677,-4.86452
209.3,110.249,206.253,-8.73726,-4.9524
209.4,109.38,205.749,-8.68687,-5.03976
209.5,108.516,205.236,-8.6356,-5.12662
209.6,107.658,204.715,-8.58345,-5.21294
209.7,106.805,204.185,-8.53045,-5.29873
209.8,105.957,203.646,-8.47658,-5.38398
209.9,105.115,203.1,-8.42186,-5.46867
210,104.279,202.544,-8.36629,-5.55281
210.1,103.448,201.981,-8.30988,-5.63637
210.2,102.622,201.409,-8.25264,-5.71936
210.3,101.803,200.829,-8.19456,-5.80176
210.4,100.989,200.24,-8.13566,-5.88356
210.5,100.182,199.644,-8.07594,-5.96477
210.6,99.3802,199.039,-8.01541,-6.04536
210.7,98.5848,198.427,-7.95407,-6.12533
210.8,97.7956,197.806,-7.89194,-6.20468
210.9,97.0127,197.178,-7.82901,-6.28339
211,96.2362,196.542,-7.7653,-6.36146
211.1,95.4661,195.898,-7.7008,-6.43888
211.2,94.7025,195.246,-7.63554,-6.51564
211.3,93.9456,194.587,-7.56951,-6.59173
211.4,93.1953,193.92,-7.50272,-6.66715
211.5,92.4518,193.246,-7.43517,-6.74188
211.6,91.7151,192.565,-7.36689,-6.81593
211.7,90.9853,191.876,-7.29786,-6.88928
211.8,90.2625,191.179,-7.22811,-6.96193
211.9,89.5467,190.476,-7.15763,-7.03386
212,88.8381,189.766,-7.08644,-7.10508
212.1,88.1366,189.048,-7.01453,-7.17557
212.2,87.4424,188.323,-6.94193,-7.24533
212.3,86.7556,187.592,-6.86863,-7.31435
212.4,86.0761,186.854,-6.79465,-7.38262
212.5,85.4041,186.109,-6.71999,-7.45014
212.6,84.7396,185.357,-6.64466,-7.5169
212.7,84.0828,184.599,-6.56867,-7.58289
212.8,83.4336,183.834,-6.49202,-7.64811
212.9,82.7921,183.063,-6.41473,-7.71255
213,82.1584,182.285,-6.3368,-7.77621
213.1,81.5326,181.501,-6.25823,-7.83907
213.2,80.9147,180.711,-6.17905,-7.90113
213.3,80.3048,179.915,-6.09925,-7.96239
213.4,79.7029,179.113,-6.01885,-8.02284
213.5,79.1091,178.304,-5.93785,-8.08247
213.6,78.5235,177.49,-5.85625,-8.14128
213.7,77.9461,176.67,-5.77408,-8.19926
213.8,77.3769,175.845,-5.69134,-8.2564
213.9,76.8161,175.013,-5.60803,-8.31271
214,76.2637,174.177,-5.52417,-8.36817
214.1,75.7197,173.334,-5.43976,-8.42278
214.2,75.1843,172.487,-5.35482,-8.47654
214.3,74.6573,171.634,-5.26934,-8.52943
214.4,74.139,170.776,-5.18335,-8.58146
214.5,73.6293,169.912,-5.09684,-8.63262
214.6,73.1283,169.044,-5.00983,-8.6829
214.7,72.6361,168.171,-4.92233,-8.7323
214.8,72.1527,167.293,-4.83435,-8.78081
214.9,71.6781,166.41,-4.74589,-8.82843
215,71.2124,165.522,-4.65696,-8.87516
215.1,70.7556,164.63,-4.56758,-8.92099
215.2,70.3078,163.734,-4.47775,-8.96591
215.3,69.8691,162.833,-4.38748,-9.00993
215.4,69.4394,161.927,-4.29678,-9.05303
215.5,69.0188,161.018,-4.20566,-9.09522
215.6,68.6074,160.104,-4.11413,-9.13648
215.7,68.2052,159.186,-4.0222,-9.17682
215.8,67.8122,158.265,-3.92988,-9.21623
215.9,67.4285,157.339,-3.83717,-9.25471
216,67.0541,156.41,-3.74409,-9.29226
216.1,66.689,155.477,-3.65065,-9.32886
216.2,66.3333,154.541,-3.55686,-9.36452
216.3,65.9871,153.601,-3.46272,-9.39924
216.4,65.6502,152.658,-3.36825,-9.433
216.5,65.3229,151.711,-3.27345,-9.46581
216.6,65.0051,150.761,-3.17833,-9.49767
216.7,64.6968,149.808,-3.08291,-9.52857
216.8,64.3981,148.853,-2.9872,-9.55851
216.9,64.1089,147.894,-2.89119,-9.58748
217,63.8294,146.932,-2.79492,-9.61549
217.1,63.5596,145.968,-2.69837,-9.64252
217.2,63.2995,145.001,-2.60157,-9.66859
217.3,63.049,144.032,-2.50452,-9.69368
217.4,62.8083,143.06,-2.40723,-9.7178
217.5,62.5773,142.086,-2.30972,-9.74093
217.6,62.3561,141.11,-2.21199,-9.76309
217.7,62.1447,140.131,-2.11405,-9.78426
217.8,61.9431,139.151,-2.01592,-9.80445
217.9,61.7514,138.168,-1.91759,-9.82365
218,61.5694,137.184,-1.81909,-9.84187
218.1,61.3974,136.198,-1.72042,-9.85909
218.2,61.2352,135.211,-1.62159,-9.87533
218.3,61.083,134.222,-1.52262,-9.89057
218.4,60.9406,133.231,-1.42351,-9.90482
218.5,60.8082,132.239,-1.32427,-9.91808
218.6,60.6857,131.246,-1.22491,-9.93034
218.7,60.5732,130.252,-1.12544,-9.9416
218.8,60.4706,129.257,-1.02588,-9.95187
218.9,60.378,128.261,-0.926225,-9.96113
219,60.2953,127.264,-0.826495,-9.9694
219.1,60.2226,126.266,-0.726697,-9.97667
219.2,60.16,125.268,-0.626842,-9.98295
219.3,60.1073,124.269,-0.526939,-9.98822
219.4,60.0646,123.27,-0.426998,-9.99249
219.5,60.0319,122.27,-0.327029,-9.99576
219.6,60.0092,121.27,-0.227043,-9.99803
219.7,59.9964,120.271,-0.127048,-9.9993
219.8,59.9937,119.271,-0.0270567,-9.99957
219.9,60.001,118.271,0.0729229,-9.99884
220,60.0183,117.271,0.17288,-9.99711
220.1,60.0456,116.272,0.272805,-9.99439
220.2,60.0829,115.273,0.372688,-9.99066
220.3,60.1301,114.274,0.472518,-9.98594
220.4,60.1874,113.276,0.572287,-9.98022
220.5,60.2546,112.279,0.671983,-9.9735
220.6,60.3317,111.282,0.771597,-9.96579
220.7,60.4188,110.286,0.87112,-9.95708
220.8,60.5159,109.292,0.97054,-9.94739
220.9,60.6229,108.298,1.06985,-9.9367
221,60.7398,107.305,1.16904,-9.92502
221.1,60.8666,106.314,1.26809,-9.91235
221.2,61.0033,105.324,1.36701,-9.89869
221.3,61.1499,104.336,1.46577,-9.88405
221.4,61.3063,103.349,1.56437,-9.86843
221.5,61.4726,102.364,1.66281,-9.85182
221.6,61.6487,101.38,1.76106,-9.83423
221.7,61.8346,100.399,1.85912,-9.81567
221.8,62.0303,99.4192,1.95698,-9.79613
221.9,62.2357,98.4416,2.05463,-9.77561
222,62.451,97.4662,2.15207,-9.75413
222.1,62.6759,96.4931,2.24927,-9.73167
222.2,62.9105,95.5222,2.34624,-9.70825
222.3,63.1548,94.5539,2.44296,-9.68387
222.4,63.4087,93.588,2.53942,-9.65852
222.5,63.6723,92.6248,2.63561,-9.63222
222.6,63.9455,91.6643,2.73153,-9.60496
222.7,64.2282,90.7066,2.82716,-9.57675
222.8,64.5204,89.7519,2.9225,-9.54759
222.9,64.8222,88.8001,3.01754,-9.51748
223,65.1334,87.8515,3.11225,-9.48643
223.1,65.4541,86.906,3.20665,-9.45444
223.2,65.7841,85.9639,3.30071,-9.42152
223.3,66.1236,85.0251,3.39444,-9.38766
223.4,66.4724,84.0898,3.48781,-9.35287
223.5,66.8304,83.1581,3.58082,-9.31716
223.6,67.1978,82.23,3.67346,-9.28053
223.7,67.5744,81.3057,3.76573,-9.24298
223.8,67.9601,80.3853,3.8576,-9.20451
223.9,68.355,79.4688,3.94908,-9.16514
224,68.7591,78.5563,4.04016,-9.12486
224.1,69.1721,77.6479,4.13082,-9.08368
224.2,69.5942,76.7438,4.22106,-9.0416
224.3,70.0253,75.8439,4.31087,-8.99863
224.4,70.4654,74.9484,4.40024,-8.95477
224.5,70.9143,74.0574,4.48916,-8.91003
224.6,71.372,73.171,4.57762,-8.86441
224.7,71.8386,72.2892,4.66562,-8.81791
224.8,72.3139,71.4121,4.75314,-8.77055
224.9,72.7979,70.5399,4.84017,-8.72232
225,73.2906,69.6726,4.92672,-8.67323
225.1,73.7919,68.8103,5.01276,-8.62329
225.2,74.3017,67.953,5.0983,-8.5725
225.3,74.82,67.1009,5.18332,-8.52086
225.4,75.3468,66.2541,5.26782,-8.46839
225.5,75.882,65.4126,5.35178,-8.41508
225.6,76.4255,64.5765,5.4352,-8.36095
225.7,76.9773,63.7459,5.51807,-8.30599
225.8,77.5374,62.9209,5.60039,-8.25022
225.9,78.1056,62.1015,5.68214,-8.19363
226,78.6819,61.2879,5.76331,-8.13624
226.1,79.2663,60.4801,5.84391,-8.07805
226.2,79.8587,59.6782,5.92391,-8.01907
226.3,80.459,58.8822,6.00332,-7.9593
226.4,81.0672,58.0924,6.08213,-7.89874
226.5,81.6833,57.3086,6.16032,-7.83742
226.6,82.3071,56.5311,6.23789,-7.77532
226.7,82.9385,55.7598,6.31484,-7.71246
226.8,83.5776,54.995,6.39115,-7.64884
226.9,84.2243,54.2365,6.46683,-7.58448
227,84.8785,53.4846,6.54185,-7.51937
227.1,85.5401,52.7392,6.61621,-7.45352
227.2,86.2091,52.0005,6.68992,-7.38694
227.3,86.8854,51.2686,6.76295,-7.31964
227.4,87.569,50.5434,6.83531,-7.25162
227.5,88.2597,49.8251,6.90698,-7.18289
227.6,88.9575,49.1138,6.97796,-7.11346
227.7,89.6623,48.4094,7.04824,-7.04333
227.8,90.3741,47.7122,7.11782,-6.97251
227.9,91.0927,47.0221,7.18669,-6.90101
228,91.8182,46.3392,7.25484,-6.82884
228.1,92.5504,45.6636,7.32226,-6.756
228.2,93.2893,44.9953,7.38896,-6.68249
228.3,94.0348,44.3345,7.45492,-6.60833
228.4,94.7868,43.6812,7.52013,-6.53353
228.5,95.5453,43.0353,7.58459,-6.45809
228.6,96.3101,42.3971,7.6483,-6.38201
228.7,97.0813,41.7666,7.71125,-6.30532
228.8,97.8586,41.1438,7.77343,-6.22801
228.9,98.6421,40.5288,7.83483,-6.15008
229,99.4316,39.9216,7.89546,-6.07156
229.1,100.227,39.3224,7.95529,-5.99245
229.2,101.029,38.7311,8.01434,-5.91275
229.3,101.836,38.1479,8.07259,-5.83247
229.4,102.649,37.5727,8.13004,-5.75163
229.5,103.468,37.0057,8.18668,-5.67022
229.6,104.292,36.4469,8.24251,-5.58826
229.7,105.122,35.8963,8.29752,-5.50576
229.8,105.957,35.354,8.35171,-5.42271
229.9,106.797,34.8201,8.40506,-5.33914
230,107.643,34.2946,8.45759,-5.25505
230.1,108.494,33.7776,8.50927,-5.17045
230.2,109.35,33.269,8.56011,-5.08534
230.3,110.211,32.769,8.6101,-4.99974
230.4,111.077,32.2777,8.65924,-4.91365
230.5,111.948,31.795,8.70752,-4.82708
230.6,112.823,31.321,8.75493,-4.74005
230.7,113.703,30.8557,8.80148,-4.65255
230.8,114.588,30.3993,8.84716,-4.56459
230.9,115.477,29.9516,8.89196,-4.47619
231,116.371,29.5129,8.93589,-4.38736
231.1,117.269,29.0831,8.97892,-4.2981
231.2,118.171,28.6622,9.02107,-4.20842
231.3,119.077,28.2504,9.06233,-4.11834
231.4,119.987,27.8476,9.10269,-4.02785
231.5,120.901,27.4539,9.14215,-3.93697
231.6,121.82,27.0694,9.18071,-3.8457
231.7,122.741,26.694,9.21836,-3.75407
231.8,123.667,26.3278,9.25509,-3.66206
231.9,124.596,25.9708,9.29092,-3.5697
232,125.529,25.6231,9.32582,-3.477
232.1,126.465,25.2847,9.35981,-3.38395
232.2,127.404,24.9556,9.39287,-3.29058
232.3,128.346,24.6359,9.425,-3.19689
232.4,129.292,24.3256,9.4562,-3.10289
232.5,130.241,24.0248,9.48647,-3.00858
232.6,131.192,23.7334,9.5158,-2.91398
232.7,132.147,23.4515,9.5442,-2.8191
232.8,133.104,23.1791,9.57165,-2.72395
232.9,134.064,22.9162,9.59816,-2.62853
233,135.026,22.6629,9.62372,-2.53285
233.1,135.991,22.4193,9.64833,-2.43693
233.2,136.958,22.1852,9.67198,-2.34078
233.3,137.927,21.9607,9.69469,-2.24439
233.4,138.899,21.746,9.71644,-2.14779
233.5,139.873,21.5409,9.73723,-2.05098
233.6,140.848,21.3455,9.75706,-1.95397
233.7,141.826,21.1598,9.77593,-1.85677
233.8,142.805,20.9839,9.79384,-1.75939
233.9,143.787,20.8177,9.81078,-1.66184
234,144.769,20.6613,9.82675,-1.56412
234.1,145.753,20.5146,9.84175,-1.46626
234.2,146.739,20.3778,9.85579,-1.36825
234.3,147.726,20.2508,9.86885,-1.27011
234.4,148.714,20.1336,9.88094,-1.17185
234.5,149.703,20.0263,9.89206,-1.07347
234.6,150.693,19.9288,9.9022,-0.974989
234.7,151.685,19.8411,9.91137,-0.876413
234.8,152.676,19.7633,9.91956,-0.777752
234.9,153.669,19.6954,9.92678,-0.679016
235,154.662,19.6374,9.93301,-0.580213
235.1,155.656,19.5893,9.93827,-0.481354
235.2,156.651,19.551,9.94255,-0.382448
235.3,157.645,19.5227,9.94585,-0.283505
235.4,158.64,19.5042,9.94817,-0.184535
235.5,159.635,19.4957,9.94951,-0.0855461
235.6,160.63,19.497,9.94987,0.0134508
235.7,161.625,19.5083,9.94925,0.112447
235.8,162.62,19.5294,9.94765,0.211431
235.9,163.614,19.5605,9.94507,0.310396
236,164.608,19.6014,9.94151,0.40933
236.1,165.602,19.6522,9.93697,0.508225
236.2,166.595,19.7129,9.93145,0.607071
236.3,167.588,19.7835,9.92495,0.705857
236.4,168.579,19.864,9.91748,0.804576
236.5,169.57,19.9543,9.90903,0.903216
236.6,170.56,20.0545,9.8996,1.00177
236.7,171.549,20.1645,9.8892,1.10022
236.8,172.537,20.2843,9.87782,1.19857
236.9,173.523,20.414,9.86547,1.29681
237,174.509,20.5535,9.85215,1.39491
237.1,175.492,20.7028,9.83785,1.49288
237.2,176.475,20.8619,9.82259,1.59071
237.3,177.455,21.0307,9.80636,1.68838
237.4,178.434,21.2093,9.78916,1.78589
237.5,179.411,21.3976,9.771,1.88323
237.6,180.387,21.5957,9.75187,1.98038
237.7,181.36,21.8034,9.73179,2.07734
237.8,182.331,22.0208,9.71074,2.1741
237.9,183.3,22.2479,9.68873,2.27065
238,184.266,22.4846,9.66577,2.36698
238.1,185.23,22.7309,9.64186,2.46307
238.2,186.192,22.9868,9.617,2.55893
238.3,187.151,23.2522,9.59118,2.65454
238.4,188.108,23.5272,9.56442,2.74989
238.5,189.061,23.8117,9.53672,2.84498
238.6,190.012,24.1057,9.50808,2.93979
238.7,190.96,24.4091,9.47849,3.03431
238.8,191.905,24.722,9.44797,3.12854
238.9,192.846,25.0442,9.41652,3.22247
239,193.785,25.3758,9.38414,3.31608
239.1,194.72,25.7168,9.35083,3.40937
239.2,195.652,26.067,9.3166,3.50233
239.3,196.58,26.4265,9.28145,3.59494
239.4,197.504,26.7952,9.24538,3.68721
239.5,198.425,27.1731,9.2084,3.77912
239.6,199.342,27.5602,9.1705,3.87066
239.7,200.255,27.9564,9.1317,3.96183
239.8,201.165,28.3616,9.092,4.05261
239.9,202.07,28.7759,9.0514,4.143
240,202.971,29.1992,9.0099,4.23298
240.1,203.867,29.6315,8.96751,4.32255
240.2,204.76,30.0727,8.92423,4.4117
240.3,205.648,30.5227,8.88007,4.50043
240.4,206.531,30.9816,8.83503,4.58871
240.5,207.41,31.4492,8.78912,4.67655
240.6,208.285,31.9256,8.74234,4.76393
240.7,209.154,32.4107,8.69469,4.85085
240.8,210.019,32.9044,8.64617,4.93729
240.9,210.878,33.4068,8.5968,5.02326
241,211.733,33.9176,8.54658,5.10873
241.1,212.582,34.437,8.49551,5.19371
241.2,213.427,34.9648,8.4436,5.27818
241.3,214.266,35.501,8.39085,5.36214
241.4,215.1,36.0456,8.33727,5.44557
241.5,215.928,36.5984,8.28286,5.52848
241.6,216.751,37.1595,8.22763,5.61084
241.7,217.568,37.7288,8.17158,5.69266
241.8,218.379,38.3062,8.11472,5.77392
241.9,219.185,38.8916,8.05705,5.85462
242,219.985,39.4851,7.99858,5.93475
242.1,220.779,40.0866,7.93931,6.0143
242.2,221.567,40.6959,7.87926,6.09326
242.3,222.349,41.313,7.81842,6.17162
242.4,223.124,41.938,7.7568,6.24939
242.5,223.894,42.5706,7.69441,6.32654
242.6,224.657,43.2109,7.63126,6.40308
242.7,225.414,43.8588,7.56734,6.47899
242.8,226.164,44.5143,7.50267,6.55426
242.9,226.908,45.1772,7.43725,6.6289
243,227.645,45.8474,7.37109,6.70289
243.1,228.375,46.5251,7.30419,6.77622
243.2,229.099,47.21,7.23657,6.84889
243.3,229.816,47.902,7.16822,6.92089
243.4,230.525,48.6013,7.09915,6.99221
243.5,231.228,49.3076,7.02938,7.06285
243.6,231.924,50.0208,6.9589,7.1328
243.7,232.613,50.741,6.88773,7.20205
243.8,233.295,51.4681,6.81587,7.27059
243.9,233.969,52.2019,6.74332,7.33842
244,234.636,52.9425,6.6701,7.40553
244.1,235.296,53.6897,6.59621,7.47192
244.2,235.948,54.4434,6.52166,7.53758
244.3,236.592,55.2037,6.44645,7.60249
244.4,237.23,55.9704,6.3706,7.66666
244.5,237.859,56.7434,6.29411,7.73008
244.6,238.481,57.5226,6.21699,7.79274
244.7,239.095,58.3081,6.13924,7.85463
244.8,239.701,59.0997,6.06087,7.91576
244.9,240.299,59.8973,5.98189,7.97611
245,240.889,60.7009,5.90231,8.03567
245.1,241.471,61.5103,5.82214,8.09444
245.2,242.045,62.3255,5.74138,8.15242
245.3,242.611,63.1465,5.66004,8.2096
245.4,243.169,63.9731,5.57813,8.26597
245.5,243.719,64.8053,5.49566,8.32153
245.6,244.26,65.6429,5.41263,8.37627
245.7,244.793,66.4859,5.32905,8.43019
245.8,245.317,67.3342,5.24494,8.48327
245.9,245.833,68.1878,5.16029,8.53552
246,246.341,69.0465,5.07512,8.58694
246.1,246.84,69.9102,4.98944,8.6375
246.2,247.33,70.7789,4.90325,8.68722
246.3,247.812,71.6525,4.81656,8.73608
246.4,248.285,72.531,4.72938,8.78408
246.5,248.749,73.4141,4.64172,8.83121
246.6,249.204,74.3018,4.55359,8.87747
246.7,249.651,75.1941,4.46499,8.92286
246.8,250.088,76.0908,4.37594,8.96736
246.9,250.517,76.9919,4.28644,9.01098
247,250.937,77.8973,4.19651,9.05372
247.1,251.347,78.8069,4.10614,9.09555
247.2,251.749,79.7205,4.01536,9.13649
247.3,252.141,80.6382,3.92416,9.17653
247.4,252.525,81.5597,3.83256,9.21566
247.5,252.899,82.4851,3.74057,9.25388
247.6,253.263,83.4142,3.64819,9.29119
247.7,253.619,84.347,3.55543,9.32757
247.8,253.965,85.2833,3.46231,9.36303
247.9,254.302,86.2231,3.36884,9.39757
248,254.63,87.1662,3.27501,9.43118
248.1,254.948,88.1126,3.18084,9.46385
248.2,255.256,89.0621,3.08635,9.49559
248.3,255.555,90.0148,2.99153,9.52638
248.4,255.845,90.9704,2.8964,9.55623
248.5,256.125,91.9289,2.80098,9.58514
248.6,256.396,92.8902,2.70525,9.61309
248.7,256.657,93.8542,2.60925,9.64009
248.8,256.908,94.8208,2.51297,9.66613
248.9,257.15,95.79,2.41642,9.69122
249,257.382,96.7615,2.31963,9.71534
249.1,257.604,97.7353,2.22258,9.7385
249.2,257.816,98.7114,2.1253,9.76069
249.3,258.019,99.6896,2.0278,9.78191
249.4,258.212,100.67,1.93008,9.80216
249.5,258.395,101.652,1.83215,9.82143
249.6,258.569,102.636,1.73402,9.83973
249.7,258.732,103.622,1.63571,9.85705
249.8,258.886,104.609,1.53722,9.87339
249.9,259.03,105.598,1.43856,9.88874
250,259.164,106.588,1.33974,9.90312
250.1,259.288,107.58,1.24078,9.9165
250.2,259.402,108.573,1.14167,9.9289
250.3,259.506,109.567,1.04244,9.94031
250.4,259.601,110.562,0.943087,9.95072
250.5,259.685,111.558,0.843626,9.96015
250.6,259.759,112.555,0.744066,9.96858
250.7,259.824,113.552,0.644417,9.97602
250.8,259.878,114.551,0.544689,9.98246
250.9,259.923,115.549,0.444891,9.9879
251,259.957,116.549,0.345034,9.99235
251.1,259.982,117.548,0.245127,9.9958
251.2,259.996,118.548,0.145181,9.99825
251.3,260.001,119.548,0.0452058,9.9997
251.4,259.995,120.548,-0.0547893,10.0002
251.5,259.98,121.548,-0.154794,9.99961
251.6,259.954,122.548,-0.254798,9.99806
251.7,259.919,123.547,-0.354792,9.99551
251.8,259.874,124.546,-0.454765,9.99196
251.9,259.818,125.545,-0.554707,9.98741
252,259.753,126.543,-0.654609,9.98186
252.1,259.677,127.541,-0.754461,9.97531
252.2,259.592,128.538,-0.854252,9.96776
252.3,259.496,129.534,-0.953972,9.95921
252.4,259.391,130.529,-1.05361,9.94967
252.5,259.276,131.522,-1.15316,9.93912
252.6,259.15,132.515,-1.25261,9.92758
252.7,259.015,133.507,-1.35195,9.91504
252.8,258.87,134.497,-1.45116,9.90151
252.9,258.715,135.486,-1.55025,9.88698
253,258.55,136.473,-1.6492,9.87146
253.1,258.375,137.458,-1.74799,9.85494
253.2,258.191,138.442,-1.84662,9.83744
253.3,257.996,139.424,-1.94509,9.81894
253.4,257.792,140.404,-2.04337,9.79946
253.5,257.578,141.382,-2.14146,9.779
253.6,257.354,142.357,-2.23936,9.75755
253.7,257.12,143.331,-2.33704,9.73511
253.8,256.877,144.302,-2.4345,9.7117
253.9,256.623,145.271,-2.53173,9.68731
254,256.361,146.237,-2.62872,9.66194
254.1,256.088,147.201,-2.72546,9.6356
