Time,x,y,vx,vy
0,260,120,0,10
0.1,259.99,121,-0.1,10
0.2,259.97,122,-0.200005,9.999
0.3,259.94,123,-0.300005,9.997
0.4,259.9,123.999,-0.39999,9.994
0.5,259.85,124.998,-0.49995,9.99
0.6,259.79,125.996,-0.599875,9.985
0.7,259.72,126.994,-0.699755,9.97899
0.8,259.64,127.992,-0.799579,9.97199
0.9,259.55,128.988,-0.899339,9.96399
1,259.45,129.983,-0.999024,9.95499
1.1,259.34,130.978,-1.09862,9.94499
1.2,259.221,131.971,-1.19813,9.934
1.3,259.091,132.964,-1.29753,9.922
1.4,258.951,133.954,-1.39681,9.90901
1.5,258.802,134.944,-1.49597,9.89503
1.6,258.642,135.932,-1.59499,9.88005
1.7,258.473,136.918,-1.69387,9.86408
1.8,258.293,137.903,-1.79259,9.84712
1.9,258.104,138.886,-1.89115,9.82917
2,257.905,139.867,-1.98953,9.81023
2.1,257.697,140.846,-2.08773,9.7903
2.2,257.478,141.823,-2.18574,9.76939
2.3,257.25,142.798,-2.28353,9.7475
2.4,257.012,143.77,-2.38112,9.72462
2.5,256.764,144.74,-2.47848,9.70077
2.6,256.506,145.708,-2.5756,9.67593
2.7,256.239,146.673,-2.67248,9.65013
2.8,255.962,147.635,-2.7691,9.62335
2.9,255.675,148.595,-2.86547,9.5956
3,255.379,149.552,-2.96155,9.56688
3.1,255.074,150.505,-3.05736,9.53719
3.2,254.758,151.456,-3.15287,9.50655
3.3,254.433,152.403,-3.24807,9.47494
3.4,254.099,153.348,-3.34297,9.44238
3.5,253.755,154.289,-3.43754,9.40887
3.6,253.402,155.226,-3.53178,9.3744
3.7,253.04,156.16,-3.62568,9.33899
3.8,252.668,157.09,-3.71923,9.30263
3.9,252.286,158.017,-3.81241,9.26533
4,251.896,158.939,-3.90523,9.2271
4.1,251.496,159.858,-3.99766,9.18793
4.2,251.087,160.773,-4.08971,9.14783
4.3,250.669,161.684,-4.18136,9.10681
4.4,250.242,162.59,-4.2726,9.06486
4.5,249.805,163.492,-4.36342,9.022
4.6,249.36,164.39,-4.45381,8.97822
4.7,248.906,165.283,-4.54377,8.93353
4.8,248.442,166.172,-4.63329,8.88794
4.9,247.97,167.056,-4.72234,8.84144
5,247.489,167.936,-4.81094,8.79405
5.1,246.999,168.81,-4.89906,8.74577
5.2,246.5,169.68,-4.9867,8.6966
5.3,245.993,170.545,-5.07385,8.64654
5.4,245.477,171.404,-5.1605,8.59561
5.5,244.952,172.259,-5.24664,8.54381
5.6,244.419,173.108,-5.33227,8.49114
5.7,243.877,173.952,-5.41736,8.4376
5.8,243.327,174.79,-5.50192,8.38321
5.9,242.769,175.623,-5.58594,8.32797
6,242.202,176.45,-5.66941,8.27188
6.1,241.626,177.271,-5.75231,8.21494
6.2,241.043,178.087,-5.83464,8.15717
6.3,240.451,178.897,-5.9164,8.09858
6.4,239.852,179.701,-5.99756,8.03915
6.5,239.244,180.499,-6.07814,7.97891
6.6,238.628,181.29,-6.15811,7.91786
6.7,238.004,182.076,-6.23746,7.856
6.8,237.373,182.855,-6.3162,7.79334
6.9,236.733,183.628,-6.39431,7.72988
7,236.086,184.395,-6.47178,7.66564
7.1,235.431,185.155,-6.54861,7.60062
7.2,234.769,185.909,-6.62478,7.53482
7.3,234.099,186.655,-6.7003,7.46825
7.4,233.421,187.395,-6.77514,7.40092
7.5,232.736,188.129,-6.84931,7.33284
7.6,232.044,188.855,-6.9228,7.264
7.7,231.344,189.575,-6.99559,7.19443
7.8,230.638,190.287,-7.06769,7.12412
7.9,229.924,190.992,-7.13908,7.05308
8,229.203,191.69,-7.20975,6.98133
8.1,228.475,192.381,-7.27971,6.90885
8.2,227.74,193.065,-7.34893,6.83568
8.3,226.998,193.741,-7.41742,6.7618
8.4,226.25,194.41,-7.48517,6.68723
8.5,225.494,195.071,-7.55217,6.61198
8.6,224.733,195.725,-7.6184,6.53605
8.7,223.964,196.371,-7.68388,6.45946
8.8,223.189,197.009,-7.74858,6.3822
8.9,222.408,197.639,-7.81251,6.30429
9,221.62,198.262,-7.87565,6.22573
9.1,220.827,198.876,-7.938,6.14654
9.2,220.027,199.483,-7.99956,6.06672
9.3,219.221,200.082,-8.06031,5.98627
9.4,218.409,200.672,-8.12025,5.90522
9.5,217.591,201.255,-8.17937,5.82355
9.6,216.767,201.829,-8.23767,5.74129
9.7,215.937,202.395,-8.29514,5.65845
9.8,215.102,202.952,-8.35177,5.57502
9.9,214.261,203.501,-8.40757,5.49102
10,213.415,204.042,-8.46252,5.40646
10.1,212.564,204.574,-8.51661,5.32134
10.2,211.707,205.097,-8.56985,5.23568
10.3,210.844,205.612,-8.62222,5.14947
10.4,209.977,206.119,-8.67373,5.06275
10.5,209.105,206.616,-8.72435,4.9755
10.6,208.227,207.105,-8.7741,4.88774
10.7,207.345,207.585,-8.82297,4.79948
10.8,206.458,208.056,-8.87094,4.71072
10.9,205.566,208.518,-8.91802,4.62148
11,204.67,208.971,-8.96419,4.53177
11.1,203.769,209.416,-9.00946,4.44159
11.2,202.863,209.851,-9.05382,4.35096
11.3,201.953,210.277,-9.09727,4.25987
11.4,201.039,210.693,-9.1398,4.16835
11.5,200.121,211.101,-9.1814,4.07641
11.6,199.199,211.5,-9.22207,3.98404
11.7,198.273,211.889,-9.26181,3.89126
11.8,197.343,212.268,-9.30062,3.79808
11.9,196.409,212.639,-9.33848,3.70452
12,195.472,213,-9.3754,3.61057
12.1,194.53,213.352,-9.41137,3.51625
12.2,193.586,213.694,-9.44639,3.42157
12.3,192.638,214.026,-9.48045,3.32653
12.4,191.686,214.35,-9.51355,3.23115
12.5,190.732,214.663,-9.54569,3.13545
12.6,189.774,214.967,-9.57686,3.03941
12.7,188.813,215.261,-9.60706,2.94307
12.8,187.85,215.546,-9.63628,2.84642
12.9,186.883,215.821,-9.66453,2.74948
13,185.914,216.086,-9.6918,2.65226
13.1,184.942,216.342,-9.71809,2.55476
13.2,183.968,216.587,-9.74339,2.457
13.3,182.991,216.823,-9.76771,2.35898
13.4,182.012,217.049,-9.79103,2.26073
13.5,181.031,217.265,-9.81336,2.16224
13.6,180.047,217.472,-9.8347,2.06353
13.7,179.062,217.668,-9.85504,1.9646
13.8,178.074,217.855,-9.87438,1.86547
13.9,177.085,218.031,-9.89272,1.76616
14,176.094,218.198,-9.91005,1.66665
14.1,175.101,218.355,-9.92638,1.56698
14.2,174.107,218.502,-9.9417,1.46715
14.3,173.112,218.638,-9.95601,1.36716
14.4,172.115,218.765,-9.96931,1.26703
14.5,171.117,218.882,-9.9816,1.16677
14.6,170.117,218.988,-9.99288,1.0664
14.7,169.117,219.085,-10.0031,0.965908
14.8,168.116,219.171,-10.0124,0.86532
14.9,167.114,219.248,-10.0206,0.764642
15,166.111,219.314,-10.0278,0.663886
15.1,165.107,219.371,-10.034,0.563062
15.2,164.104,219.417,-10.0392,0.462179
15.3,163.099,219.453,-10.0434,0.361248
15.4,162.095,219.479,-10.0465,0.26028
15.5,161.09,219.495,-10.0486,0.159285
15.6,160.085,219.501,-10.0497,0.058274
15.7,159.08,219.496,-10.0498,-0.0427436
15.8,158.075,219.482,-10.0488,-0.143757
15.9,157.07,219.458,-10.0469,-0.244755
16,156.066,219.423,-10.0439,-0.345729
16.1,155.062,219.378,-10.0399,-0.446667
16.2,154.058,219.324,-10.0349,-0.547559
16.3,153.055,219.259,-10.0288,-0.648395
16.4,152.053,219.184,-10.0218,-0.749164
16.5,151.052,219.099,-10.0137,-0.849856
16.6,150.051,219.004,-10.0046,-0.95046
16.7,149.052,218.899,-9.99447,-1.05097
16.8,148.054,218.784,-9.98334,-1.15137
16.9,147.057,218.658,-9.9712,-1.25165
17,146.061,218.523,-9.95805,-1.3518
17.1,145.066,218.378,-9.94389,-1.45181
17.2,144.073,218.223,-9.92871,-1.55167
17.3,143.082,218.058,-9.91254,-1.65137
17.4,142.093,217.883,-9.89535,-1.75091
17.5,141.105,217.698,-9.87716,-1.85026
17.6,140.119,217.503,-9.85797,-1.94942
17.7,139.135,217.298,-9.83778,-2.04838
17.8,138.154,217.083,-9.81659,-2.14713
17.9,137.174,216.859,-9.7944,-2.24566
18,136.197,216.624,-9.77122,-2.34396
18.1,135.222,216.38,-9.74705,-2.44202
18.2,134.25,216.126,-9.72189,-2.53982
18.3,133.281,215.862,-9.69575,-2.63737
18.4,132.314,215.589,-9.66862,-2.73464
18.5,131.35,215.306,-9.64051,-2.83163
18.6,130.389,215.013,-9.61143,-2.92833
18.7,129.431,214.71,-9.58137,-3.02473
18.8,128.475,214.398,-9.55034,-3.12082
18.9,127.524,214.077,-9.51834,-3.21658
19,126.575,213.745,-9.48538,-3.31202
19.1,125.63,213.405,-9.45145,-3.40711
19.2,124.688,213.054,-9.41657,-3.50186
19.3,123.75,212.695,-9.38074,-3.59624
19.4,122.816,212.326,-9.34396,-3.69026
19.5,121.885,211.947,-9.30623,-3.78389
19.6,120.958,211.56,-9.26756,-3.87714
19.7,120.036,211.163,-9.22795,-3.96998
19.8,119.117,210.756,-9.1874,-4.06242
19.9,118.202,210.341,-9.14593,-4.15444
20,117.292,209.916,-9.10353,-4.24604
20.1,116.386,209.483,-9.06022,-4.3372
20.2,115.484,209.04,-9.01598,-4.42791
20.3,114.587,208.588,-8.97084,-4.51817
20.4,113.695,208.127,-8.92479,-4.60796
20.5,112.807,207.658,-8.87783,-4.69728
20.6,111.924,207.179,-8.82998,-4.78612
20.7,111.046,206.691,-8.78124,-4.87446
20.8,110.173,206.195,-8.73162,-4.96231
20.9,109.305,205.69,-8.68111,-5.04965
21,108.442,205.177,-8.62972,-5.13647
21.1,107.584,204.654,-8.57746,-5.22276
21.2,106.731,204.124,-8.52434,-5.30851
21.3,105.884,203.584,-8.47036,-5.39372
21.4,105.043,203.036,-8.41553,-5.47838
21.5,104.207,202.48,-8.35985,-5.56247
21.6,103.377,201.915,-8.30332,-5.646
21.7,102.552,201.343,-8.24596,-5.72894
21.8,101.733,200.761,-8.18777,-5.8113
21.9,100.92,200.172,-8.12875,-5.89307
22,100.113,199.575,-8.06892,-5.97422
22.1,99.3126,198.969,-8.00828,-6.05477
22.2,98.5179,198.356,-7.94683,-6.1347
22.3,97.7295,197.734,-7.88458,-6.214
22.4,96.9473,197.105,-7.82154,-6.29266
22.5,96.1715,196.468,-7.75771,-6.37067
22.6,95.4022,195.823,-7.6931,-6.44804
22.7,94.6395,195.171,-7.62772,-6.52475
22.8,93.8833,194.511,-7.56158,-6.60078
22.9,93.1338,193.843,-7.49468,-6.67614
23,92.3911,193.168,-7.42702,-6.75082
23.1,91.6553,192.485,-7.35862,-6.82481
23.2,90.9263,191.796,-7.28949,-6.8981
23.3,90.2044,191.099,-7.21962,-6.97069
23.4,89.4894,190.394,-7.14903,-7.04256
23.5,88.7817,189.683,-7.07773,-7.11372
23.6,88.0811,188.965,-7.00571,-7.18414
23.7,87.3878,188.239,-6.933,-7.25384
23.8,86.7018,187.507,-6.85959,-7.32279
23.9,86.0233,186.768,-6.7855,-7.39099
24,85.3522,186.022,-6.71073,-7.45844
24.1,84.6887,185.269,-6.63529,-7.52513
24.2,84.0328,184.51,-6.55919,-7.59105
24.3,83.3845,183.745,-6.48244,-7.6562
24.4,82.744,182.973,-6.40504,-7.72056
24.5,82.1113,182.194,-6.327,-7.78414
24.6,81.4865,181.41,-6.24833,-7.84693
24.7,80.8696,180.619,-6.16904,-7.90891
24.8,80.2607,179.822,-6.08913,-7.97009
24.9,79.6598,179.019,-6.00862,-8.03046
25,79.0671,178.21,-5.92752,-8.09001
25.1,78.4825,177.395,-5.84582,-8.14873
25.2,77.9061,176.574,-5.76355,-8.20663
25.3,77.3381,175.748,-5.6807,-8.26369
25.4,76.7783,174.916,-5.59729,-8.31991
25.5,76.227,174.078,-5.51333,-8.37528
25.6,75.6841,173.235,-5.42882,-8.4298
25.7,75.1497,172.387,-5.34377,-8.48347
25.8,74.6239,171.533,-5.2582,-8.53627
25.9,74.1067,170.674,-5.1721,-8.5882
26,73.5982,169.81,-5.0855,-8.63926
26.1,73.0983,168.942,-4.99839,-8.68945
26.2,72.6072,168.068,-4.91079,-8.73875
26.3,72.125,167.189,-4.82271,-8.78716
26.4,71.6516,166.305,-4.73416,-8.83469
26.5,71.187,165.417,-4.64514,-8.88131
26.6,70.7315,164.525,-4.55566,-8.92704
26.7,70.2849,163.627,-4.46573,-8.97186
26.8,69.8474,162.726,-4.37537,-9.01577
26.9,69.4189,161.82,-4.28458,-9.05876
27,68.9996,160.91,-4.19337,-9.10084
27.1,68.5894,159.996,-4.10175,-9.142
27.2,68.1884,159.078,-4.00973,-9.18223
27.3,67.7967,158.155,-3.91732,-9.22153
27.4,67.4142,157.229,-3.82453,-9.2599
27.5,67.0411,156.3,-3.73137,-9.29733
27.6,66.6773,155.366,-3.63784,-9.33382
27.7,66.3229,154.429,-3.54396,-9.36936
27.8,65.9779,153.489,-3.44974,-9.40396
27.9,65.6424,152.545,-3.35518,-9.43761
28,65.3164,151.598,-3.2603,-9.4703
28.1,64.9999,150.648,-3.16511,-9.50204
28.2,64.6929,149.695,-3.06961,-9.53282
28.3,64.3955,148.738,-2.97381,-9.56263
28.4,64.1078,147.779,-2.87773,-9.59148
28.5,63.8296,146.817,-2.78138,-9.61937
28.6,63.5612,145.853,-2.68476,-9.64628
28.7,63.3024,144.885,-2.58788,-9.67221
28.8,63.0533,143.916,-2.49076,-9.69718
28.9,62.814,142.944,-2.3934,-9.72116
29,62.5844,141.969,-2.29582,-9.74417
29.1,62.3646,140.993,-2.19802,-9.76619
29.2,62.1546,140.014,-2.10001,-9.78724
29.3,61.9544,139.033,-2.00181,-9.80729
29.4,61.764,138.05,-1.90342,-9.82636
29.5,61.5836,137.066,-1.80485,-9.84444
29.6,61.4129,136.08,-1.70612,-9.86153
29.7,61.2522,135.092,-1.60723,-9.87763
29.8,61.1014,134.103,-1.5082,-9.89273
29.9,60.9605,133.112,-1.40903,-9.90684
30,60.8295,132.12,-1.30973,-9.91996
30.1,60.7085,131.127,-1.21031,-9.93208
30.2,60.5974,130.133,-1.11079,-9.9432
30.3,60.4963,129.137,-1.01117,-9.95332
30.4,60.4052,128.141,-0.911469,-9.96244
30.5,60.324,127.144,-0.811688,-9.97057
30.6,60.2528,126.146,-0.711841,-9.97769
30.7,60.1916,125.148,-0.611937,-9.98382
30.8,60.1404,124.149,-0.511987,-9.98894
30.9,60.0992,123.15,-0.412001,-9.99307
31,60.068,122.15,-0.311989,-9.99619
31.1,60.0468,121.15,-0.21196,-9.99831
31.2,60.0356,120.15,-0.111925,-9.99943
31.3,60.0344,119.15,-0.0118944,-9.99955
31.4,60.0432,118.15,0.0881228,-9.99867
31.5,60.0621,117.151,0.188116,-9.99679
31.6,60.0909,116.151,0.288076,-9.9939
31.7,60.1297,115.152,0.387992,-9.99002
31.8,60.1784,114.154,0.487854,-9.98515
31.9,60.2372,113.156,0.587652,-9.97927
32,60.3059,112.159,0.687376,-9.9724
32.1,60.3847,111.162,0.787017,-9.96453
32.2,60.4733,110.167,0.886565,-9.95567
32.3,60.5719,109.172,0.986009,-9.94581
32.4,60.6804,108.179,1.08534,-9.93496
32.5,60.7989,107.186,1.18455,-9.92312
32.6,60.9273,106.195,1.28362,-9.91029
32.7,61.0655,105.206,1.38255,-9.89648
32.8,61.2136,104.217,1.48133,-9.88168
32.9,61.3716,103.231,1.57995,-9.86589
33,61.5395,102.246,1.67839,-9.84912
33.1,61.7171,101.263,1.77665,-9.83137
33.2,61.9046,100.282,1.87472,-9.81264
33.3,62.1019,99.3022,1.97259,-9.79294
33.4,62.3089,98.325,2.07025,-9.77226
33.5,62.5257,97.35,2.16769,-9.75061
33.6,62.7522,96.3772,2.26489,-9.72799
33.7,62.9883,95.4067,2.36186,-9.70441
33.8,63.2342,94.4387,2.45857,-9.67986
33.9,63.4897,93.4733,2.55503,-9.65435
34,63.7548,92.5105,2.65122,-9.62788
34.1,64.0295,91.5505,2.74713,-9.60045
34.2,64.3138,90.5933,2.84275,-9.57207
34.3,64.6076,89.639,2.93808,-9.54275
34.4,64.9109,88.6877,3.0331,-9.51247
34.5,65.2237,87.7396,3.1278,-9.48126
34.6,65.5459,86.7947,3.22218,-9.4491
34.7,65.8776,85.8531,3.31623,-9.41601
34.8,66.2185,84.9149,3.40993,-9.38198
34.9,66.5689,83.9802,3.50328,-9.34703
35,66.9285,83.0491,3.59627,-9.31115
35.1,67.2974,82.1216,3.68888,-9.27435
35.2,67.6755,81.198,3.78112,-9.23663
35.3,68.0628,80.2782,3.87297,-9.198
35.4,68.4592,79.3623,3.96441,-9.15846
35.5,68.8648,78.4505,4.05546,-9.11801
35.6,69.2794,77.5429,4.14608,-9.07666
35.7,69.703,76.6394,4.23629,-9.03442
35.8,70.1356,75.7403,4.32606,-8.99128
35.9,70.5772,74.8456,4.41538,-8.94725
36,71.0276,73.9553,4.50426,-8.90234
36.1,71.4869,73.0697,4.59267,-8.85656
36.2,71.9549,72.1887,4.68062,-8.80989
36.3,72.4317,71.3125,4.76809,-8.76236
36.4,72.9172,70.4411,4.85508,-8.71397
36.5,73.4114,69.5746,4.94157,-8.66472
36.6,73.9142,68.7131,5.02756,-8.61461
36.7,74.4255,67.8568,5.11304,-8.56365
36.8,74.9453,67.0056,5.19801,-8.51185
36.9,75.4735,66.1597,5.28244,-8.45921
37,76.0101,65.3191,5.36634,-8.40574
37.1,76.5551,64.4839,5.4497,-8.35144
37.2,77.1084,63.6543,5.5325,-8.29632
37.3,77.6698,62.8303,5.61475,-8.24038
37.4,78.2395,62.0119,5.69643,-8.18364
37.5,78.8172,61.1993,5.77753,-8.12608
37.6,79.403,60.3925,5.85805,-8.06773
37.7,79.9968,59.5917,5.93798,-8.00859
37.8,80.5986,58.7968,6.01732,-7.94866
37.9,81.2082,58.008,6.09604,-7.88794
38,81.8256,57.2254,6.17415,-7.82646
38.1,82.4507,56.4489,6.25165,-7.7642
38.2,83.0836,55.6788,6.32851,-7.70118
38.3,83.7241,54.9151,6.40473,-7.63741
38.4,84.3721,54.1578,6.48032,-7.57289
38.5,85.0276,53.407,6.55525,-7.50762
38.6,85.6906,52.6629,6.62952,-7.44162
38.7,86.3609,51.9254,6.70313,-7.37489
38.8,87.0385,51.1946,6.77607,-7.30743
38.9,87.7233,50.4707,6.84833,-7.23926
39,88.4153,49.7537,6.9199,-7.17038
39.1,89.1144,49.0436,6.99078,-7.1008
39.2,89.8205,48.3405,7.06096,-7.03052
39.3,90.5335,47.6446,7.13043,-6.95955
39.4,91.2535,46.9558,7.19919,-6.8879
39.5,91.9802,46.2742,7.26723,-6.81558
39.6,92.7136,45.6,7.33455,-6.74259
39.7,93.4538,44.9331,7.40113,-6.66894
39.8,94.2004,44.2736,7.46697,-6.59464
39.9,94.9537,43.6217,7.53207,-6.51969
40,95.7133,42.9772,7.59642,-6.44411
40.1,96.4793,42.3405,7.66001,-6.36789
40.2,97.2516,41.7113,7.72283,-6.29106
40.3,98.0301,41.09,7.78489,-6.21361
40.4,98.8147,40.4764,7.84617,-6.13555
40.5,99.6054,39.8707,7.90667,-6.05689
40.6,100.402,39.273,7.96638,-5.97764
40.7,101.205,38.6832,8.0253,-5.89781
40.8,102.013,38.1015,8.08342,-5.8174
40.9,102.827,37.5278,8.14073,-5.73642
41,103.647,36.9623,8.19724,-5.65488
41.1,104.472,36.405,8.25293,-5.57279
41.2,105.303,35.856,8.3078,-5.49016
41.3,106.139,35.3153,8.36185,-5.40699
41.4,106.98,34.783,8.41506,-5.3233
41.5,107.827,34.2591,8.46744,-5.23908
41.6,108.679,33.7437,8.51898,-5.15436
41.7,109.536,33.2367,8.56968,-5.06913
41.8,110.398,32.7384,8.61952,-4.98341
41.9,111.265,32.2487,8.66851,-4.8972
42,112.137,31.7676,8.71664,-4.81052
42.1,113.013,31.2953,8.76391,-4.72336
42.2,113.894,30.8317,8.8103,-4.63575
42.3,114.78,30.377,8.85583,-4.54769
42.4,115.67,29.931,8.90047,-4.45918
42.5,116.564,29.494,8.94424,-4.37024
42.6,117.463,29.0659,8.98712,-4.28087
42.7,118.366,28.6468,9.02911,-4.19109
42.8,119.273,28.2367,9.0702,-4.10089
42.9,120.184,27.8357,9.1104,-4.0103
43,121.099,27.4438,9.1497,-3.91932
43.1,122.017,27.061,9.18809,-3.82796
43.2,122.94,26.6873,9.22557,-3.73622
43.3,123.866,26.3229,9.26214,-3.64413
43.4,124.796,25.9678,9.2978,-3.55167
43.5,125.729,25.6219,9.33253,-3.45888
43.6,126.666,25.2853,9.36635,-3.36574
43.7,127.606,24.9581,9.39923,-3.27228
43.8,128.549,24.6402,9.43119,-3.1785
43.9,129.495,24.3318,9.46222,-3.08441
44,130.444,24.0328,9.49231,-2.99003
44.1,131.397,23.7432,9.52147,-2.89535
44.2,132.351,23.4632,9.54968,-2.80039
44.3,133.309,23.1927,9.57696,-2.70516
44.4,134.27,22.9317,9.60328,-2.60966
44.5,135.232,22.6803,9.62866,-2.51391
44.6,136.198,22.4385,9.65309,-2.41792
44.7,137.165,22.2064,9.67657,-2.32169
44.8,138.135,21.9839,9.69909,-2.22524
44.9,139.107,21.771,9.72065,-2.12857
45,140.081,21.5678,9.74126,-2.0317
45.1,141.058,21.3744,9.7609,-1.93463
45.2,142.035,21.1906,9.77958,-1.83737
45.3,143.015,21.0166,9.7973,-1.73993
45.4,143.997,20.8524,9.81405,-1.64232
45.5,144.98,20.6979,9.82983,-1.54455
45.6,145.964,20.5533,9.84465,-1.44664
45.7,146.95,20.4184,9.85849,-1.34858
45.8,147.937,20.2934,9.87136,-1.25039
45.9,148.925,20.1782,9.88326,-1.15208
46,149.915,20.0728,9.89418,-1.05366
46.1,150.905,19.9773,9.90413,-0.955139
46.2,151.897,19.8916,9.9131,-0.856524
46.3,152.889,19.8159,9.9211,-0.757825
46.4,153.881,19.75,9.92812,-0.659053
46.5,154.875,19.6939,9.93416,-0.560217
46.6,155.869,19.6478,9.93922,-0.461327
46.7,156.863,19.6116,9.9433,-0.362392
46.8,157.858,19.5852,9.9464,-0.263423
46.9,158.853,19.5688,9.94852,-0.164427
47,159.848,19.5622,9.94966,-0.0654164
47.1,160.843,19.5656,9.94982,0.0336009
47.2,161.837,19.5789,9.949,0.132615
47.3,162.832,19.602,9.9472,0.231616
47.4,163.827,19.6351,9.94442,0.330594
47.5,164.821,19.678,9.94066,0.42954
47.6,165.814,19.7309,9.93592,0.528444
47.7,166.807,19.7936,9.9302,0.627297
47.8,167.8,19.8662,9.9235,0.726089
47.9,168.791,19.9487,9.91582,0.82481
48,169.782,20.041,9.90717,0.923452
48.1,170.772,20.1432,9.89754,1.022
48.2,171.76,20.2553,9.88693,1.12045
48.3,172.748,20.3772,9.87536,1.2188
48.4,173.734,20.5089,9.8628,1.31702
48.5,174.719,20.6504,9.84928,1.41512
48.6,175.703,20.8017,9.83478,1.51308
48.7,176.685,20.9628,9.81932,1.61089
48.8,177.665,21.1336,9.80288,1.70855
48.9,178.643,21.3142,9.78548,1.80604
49,179.62,21.5046,9.76712,1.90335
49.1,180.595,21.7046,9.74779,2.00048
49.2,181.568,21.9144,9.7275,2.09741
49.3,182.538,22.1338,9.70625,2.19414
49.4,183.507,22.3628,9.68404,2.29066
49.5,184.473,22.6015,9.66088,2.38696
49.6,185.436,22.8498,9.63676,2.48302
49.7,186.398,23.1077,9.6117,2.57884
49.8,187.356,23.3752,9.58568,2.67441
49.9,188.312,23.6521,9.55872,2.76972
50,189.265,23.9386,9.53082,2.86477
50.1,190.215,24.2346,9.50197,2.95953
50.2,191.163,24.54,9.47219,3.05401
50.3,192.107,24.8548,9.44147,3.14818
50.4,193.048,25.179,9.40982,3.24206
50.5,193.985,25.5126,9.37724,3.33561
50.6,194.92,25.8554,9.34374,3.42885
50.7,195.851,26.2076,9.30931,3.52175
50.8,196.778,26.569,9.27396,3.6143
50.9,197.702,26.9397,9.23769,3.70651
51,198.622,27.3195,9.20051,3.79835
51.1,199.538,27.7085,9.16242,3.88983
51.2,200.45,28.1066,9.12343,3.98093
51.3,201.359,28.5138,9.08353,4.07164
51.4,202.263,28.93,9.04274,4.16195
51.5,203.163,29.3551,9.00105,4.25186
51.6,204.059,29.7893,8.95846,4.34135
51.7,204.951,30.2323,8.915,4.43042
51.8,205.838,30.6842,8.87065,4.51906
51.9,206.72,31.145,8.82542,4.60726
52,207.598,31.6145,8.77931,4.69501
52.1,208.471,32.0927,8.73234,4.78231
52.2,209.34,32.5796,8.6845,4.86913
52.3,210.203,33.0752,8.63581,4.95549
52.4,211.062,33.5793,8.58625,5.04136
52.5,211.916,34.092,8.53584,5.12674
52.6,212.764,34.6131,8.48459,5.21162
52.7,213.607,35.1427,8.4325,5.29599
52.8,214.445,35.6807,8.37957,5.37984
52.9,215.278,36.227,8.3258,5.46317
53,216.105,36.7816,8.27121,5.54597
53.1,216.927,37.3444,8.2158,5.62822
53.2,217.742,37.9154,8.15958,5.70993
53.3,218.553,38.4945,8.10254,5.79108
53.4,219.357,39.0817,8.04469,5.87167
53.5,220.156,39.6769,7.98605,5.95168
53.6,220.948,40.28,7.92661,6.03111
53.7,221.735,40.891,7.86639,6.10995
53.8,222.516,41.5098,7.80538,6.18819
53.9,223.29,42.1364,7.74359,6.26583
54,224.058,42.7707,7.68103,6.34286
54.1,224.82,43.4126,7.61771,6.41927
54.2,225.575,44.0621,7.55363,6.49505
54.3,226.324,44.7191,7.48879,6.5702
54.4,227.066,45.3836,7.42321,6.6447
54.5,227.802,46.0555,7.35689,6.71855
54.6,228.531,46.7346,7.28983,6.79175
54.7,229.253,47.4211,7.22205,6.86428
54.8,229.969,48.1147,7.15354,6.93614
54.9,230.677,48.8154,7.08432,7.00732
55,231.379,49.5232,7.01439,7.07782
55.1,232.073,50.2379,6.94376,7.14762
55.2,232.76,50.9596,6.87244,7.21672
55.3,233.44,51.6881,6.80042,7.28512
55.4,234.113,52.4234,6.72773,7.3528
55.5,234.778,53.1654,6.65436,7.41976
55.6,235.436,53.914,6.58033,7.486
55.7,236.087,54.6691,6.50563,7.5515
55.8,236.73,55.4308,6.43028,7.61626
55.9,237.365,56.1988,6.35429,7.68027
56,237.993,56.9731,6.27766,7.74353
56.1,238.613,57.7537,6.2004,7.80603
56.2,239.226,58.5405,6.12251,7.86776
56.3,239.83,59.3334,6.04401,7.92872
56.4,240.426,60.1323,5.9649,7.9889
56.5,241.015,60.9371,5.88519,8.0483
56.6,241.595,61.7478,5.80489,8.10691
56.7,242.168,62.5643,5.72401,8.16472
56.8,242.732,63.3864,5.64254,8.22172
56.9,243.288,64.2142,5.56051,8.27792
57,243.836,65.0476,5.47791,8.33331
57.1,244.375,65.8864,5.39476,8.38787
57.2,244.907,66.7305,5.31107,8.44161
57.3,245.429,67.58,5.22683,8.49452
57.4,245.943,68.4346,5.14207,8.5466
57.5,246.449,69.2944,5.05679,8.59783
57.6,246.946,70.1592,4.97099,8.64821
57.7,247.435,71.029,4.88469,8.69775
57.8,247.914,71.9036,4.7979,8.74642
57.9,248.385,72.7831,4.71061,8.79424
58,248.848,73.6672,4.62285,8.84118
58.1,249.301,74.5559,4.53462,8.88726
58.2,249.746,75.4492,4.44592,8.93246
58.3,250.182,76.3468,4.35677,8.97678
58.4,250.608,77.2489,4.26718,9.02021
58.5,251.026,78.1551,4.17715,9.06275
58.6,251.435,79.0656,4.08669,9.10439
58.7,251.834,79.9801,3.99581,9.14514
58.8,252.225,80.8986,3.90453,9.18498
58.9,252.606,81.821,3.81284,9.22392
59,252.978,82.7472,3.72077,9.26194
59.1,253.341,83.6771,3.62831,9.29905
59.2,253.694,84.6106,3.53547,9.33524
59.3,254.039,85.5477,3.44227,9.37051
59.4,254.373,86.4881,3.34872,9.40484
59.5,254.699,87.432,3.25482,9.43825
